ID Nummer,Vorname,Nachname,Schichtverfügbarkeit,Qualifikationen,Überstunden,Schichtpräferenz,Einstellungsdatum,Entlassungsdatum,Gemischtwarenladen
ID65780,Mari,Weiss,Nachmittagsschicht,Aushilfe,JA,NEIN,08/09/2021,23/02/2022,3
ID24761,Ayden,Paul,Nachmittagsschicht,Verkäufer,NEIN,JA,10/09/2021,24/03/2022,6
ID39709,Fergus,Medina,Nachmittagsschicht,Verkäufer,JA,NEIN,11/09/2021,08/11/2021,6
ID53636,Sean,Banks,Morgenschicht,Reinigungskraft,JA,JA,12/09/2021,10/04/2022,2
ID58549,Fintan,Mcguire,Nachmittagsschicht,Aushilfe,NEIN,NEIN,12/09/2021,05/03/2022,5
ID75383,Safa,Becker,Nachmittagsschicht,Aushilfe,JA,JA,13/09/2021,30/01/2023,3
ID95522,Addie,Avila,Nachmittagsschicht,Reinigungskraft,NEIN,JA,14/09/2021,30/04/2022,5
ID18451,Nicola,Gallagher,Morgenschicht,Reinigungskraft,NEIN,JA,17/09/2021,05/05/2022,2
ID68108,Connor,Glover,Morgenschicht,Reinigungskraft,JA,JA,17/09/2021,29/12/2021,2
ID77053,Ryan,Nielsen,Nachmittagsschicht,Aushilfe,NEIN,JA,19/09/2021,k.A,3
ID97644,Saarah,Carson,Nachmittagsschicht,Aushilfe,NEIN,JA,19/09/2021,14/03/2022,1
ID72385,Rhonda,Simmons,Morgenschicht,Verkäufer,NEIN,JA,23/09/2021,05/01/2022,1
ID11811,Omer,Stuart,Nachmittagsschicht,Reinigungskraft,NEIN,JA,26/09/2021,05/02/2022,8
ID97120,Ioan,Charles,Nachmittagsschicht,Reinigungskraft,JA,JA,27/09/2021,03/12/2021,4
ID94304,Myles,Rush,Morgenschicht,Reinigungskraft,NEIN,JA,27/09/2021,17/11/2021,5
ID59862,Jorja,Martinez,Nachmittagsschicht,Aushilfe,JA,NEIN,28/09/2021,22/12/2021,4
ID79914,Antonio,Macdonald,Morgenschicht,Reinigungskraft,NEIN,NEIN,30/09/2021,11/12/2021,8
ID49259,Maia,Galvan,Nachmittagsschicht,Aushilfe,NEIN,JA,02/10/2021,03/04/2022,3
ID78825,Nikodem,Haines,Morgenschicht,Verkäufer,NEIN,JA,03/10/2021,27/02/2023,2
ID17459,Beatrix,Miles,Nachmittagsschicht,Aushilfe,JA,JA,04/10/2021,07/01/2023,8
ID83486,Farhan,Poole,Morgenschicht,Reinigungskraft,NEIN,JA,08/10/2021,19/01/2022,8
ID41312,Vinnie,Thomas,Morgenschicht,Verkäufer,NEIN,JA,08/10/2021,26/11/2022,4
ID90309,Mehmet,Cordova,Morgenschicht,Reinigungskraft,NEIN,JA,10/10/2021,19/01/2022,4
ID36464,Arran,Tran,Morgenschicht,Verkäufer,JA,JA,10/10/2021,21/06/2022,6
ID54843,Alex,Hunt,Morgenschicht,Verkäufer,NEIN,JA,11/10/2021,05/01/2023,6
ID58820,Naima,Petersen,Nachmittagsschicht,Verkäufer,NEIN,JA,11/10/2021,28/04/2022,6
ID13833,Daniyal,Alvarado,Morgenschicht,Verkäufer,JA,NEIN,12/10/2021,12/01/2022,2
ID87127,Aiden,Davis,Nachmittagsschicht,Reinigungskraft,NEIN,JA,14/10/2021,01/02/2022,6
ID91512,Christopher,Shepard,Morgenschicht,Reinigungskraft,NEIN,NEIN,18/10/2021,16/12/2021,1
ID28030,Betsy,Duncan,Nachmittagsschicht,Aushilfe,NEIN,JA,18/10/2021,16/08/2022,1
ID85278,Alison,Doherty,Morgenschicht,Verkäufer,NEIN,NEIN,24/10/2021,20/04/2022,6
ID37208,Rafael,Hopkins,Nachmittagsschicht,Verkäufer,JA,JA,25/10/2021,20/04/2022,3
ID49004,Raymond,Hooper,Morgenschicht,Verkäufer,JA,JA,02/11/2021,27/02/2023,4
ID52515,Seren,Beard,Morgenschicht,Aushilfe,NEIN,JA,04/11/2021,27/06/2022,4
ID64634,Keaton,Todd,Nachmittagsschicht,Reinigungskraft,NEIN,JA,12/11/2021,26/02/2022,6
ID94330,Alvin,Floyd,Morgenschicht,Aushilfe,NEIN,JA,14/11/2021,04/11/2022,3
ID98788,Albie,Sykes,Nachmittagsschicht,Reinigungskraft,NEIN,JA,16/11/2021,12/04/2022,1
ID63905,Leyton,Hull,Nachmittagsschicht,Verkäufer,NEIN,JA,24/11/2021,04/12/2022,3
ID10140,Mattie,Collins,Nachmittagsschicht,Reinigungskraft,NEIN,JA,24/11/2021,23/01/2022,6
ID72723,Aditya,Bishop,Nachmittagsschicht,Aushilfe,NEIN,JA,28/11/2021,12/07/2022,7
ID21770,Chiara,Rosario,Nachmittagsschicht,Aushilfe,NEIN,JA,01/12/2021,06/07/2022,2
ID50608,Harley,Casey,Morgenschicht,Aushilfe,NEIN,JA,01/12/2021,09/11/2022,2
ID72667,Raphael,Wells,Morgenschicht,Reinigungskraft,NEIN,JA,02/12/2021,29/01/2022,8
ID54777,Yasir,Holloway,Nachmittagsschicht,Aushilfe,NEIN,JA,03/12/2021,12/09/2022,6
ID98418,Rafe,Burns,Morgenschicht,Verkäufer,JA,JA,08/12/2021,08/11/2022,5
ID75162,Georgiana,Patel,Nachmittagsschicht,Reinigungskraft,NEIN,JA,12/12/2021,21/07/2022,2
ID37197,Emma,Gay,Morgenschicht,Aushilfe,JA,JA,13/12/2021,k.A,5
ID39018,Ophelia,Waters,Nachmittagsschicht,Reinigungskraft,NEIN,JA,13/12/2021,31/07/2022,4
ID76943,Cecily,Solomon,Morgenschicht,Verkäufer,NEIN,JA,15/12/2021,11/03/2022,8
ID45345,Philippa,Maddox,Nachmittagsschicht,Verkäufer,NEIN,JA,20/12/2021,24/10/2022,1
ID90708,Hannah,Ferrell,Nachmittagsschicht,Verkäufer,JA,JA,22/12/2021,30/09/2022,3
ID38744,Ian,Petersen,Morgenschicht,Aushilfe,NEIN,NEIN,27/12/2021,19/06/2022,1
ID82553,Hayley,Mckay,Morgenschicht,Aushilfe,NEIN,JA,09/01/2022,03/12/2022,4
ID90535,Patrick,Solis,Morgenschicht,Reinigungskraft,NEIN,NEIN,09/01/2022,01/03/2022,7
ID75940,Mercedes,Pennington,Morgenschicht,Reinigungskraft,JA,NEIN,12/01/2022,27/02/2022,1
ID78473,Samson,Hull,Nachmittagsschicht,Aushilfe,NEIN,JA,14/01/2022,08/02/2023,6
ID83354,Saba,Mcbride,Morgenschicht,Reinigungskraft,JA,NEIN,15/01/2022,02/04/2022,4
ID11042,Gregory,Hodges,Morgenschicht,Aushilfe,NEIN,NEIN,19/01/2022,04/06/2022,5
ID14424,Hamza,Torres,Nachmittagsschicht,Aushilfe,NEIN,JA,20/01/2022,k.A,4
ID50594,Rueben,Thompson,Morgenschicht,Aushilfe,NEIN,JA,26/01/2022,27/01/2023,6
ID66945,Jaime,Donaldson,Morgenschicht,Verkäufer,NEIN,NEIN,26/01/2022,21/02/2022,5
ID58947,Iris,Fernandez,Morgenschicht,Aushilfe,NEIN,JA,27/01/2022,25/11/2022,7
ID10270,Md,Shannon,Morgenschicht,Reinigungskraft,JA,NEIN,28/01/2022,15/05/2022,4
ID34803,Joyce,Howard,Nachmittagsschicht,Reinigungskraft,NEIN,JA,28/01/2022,24/05/2022,1
ID65994,Katherine,Montoya,Nachmittagsschicht,Aushilfe,NEIN,JA,30/01/2022,31/01/2023,5
ID32038,Rhea,Finch,Morgenschicht,Verkäufer,NEIN,JA,30/01/2022,08/06/2022,8
ID73930,Ebony,May,Morgenschicht,Verkäufer,NEIN,JA,05/02/2022,23/09/2022,1
ID70901,Rhys,Morton,Morgenschicht,Verkäufer,NEIN,JA,06/02/2022,k.A,5
ID19654,Alan,Eaton,Nachmittagsschicht,Verkäufer,NEIN,JA,08/02/2022,22/06/2022,5
ID35124,Kate,Kidd,Nachmittagsschicht,Aushilfe,NEIN,JA,13/02/2022,13/07/2022,1
ID79236,Robin,Yang,Nachmittagsschicht,Verkäufer,NEIN,NEIN,14/02/2022,30/04/2022,6
ID49677,Katy,Wilkinson,Nachmittagsschicht,Aushilfe,NEIN,JA,16/02/2022,k.A,5
ID65022,Bessie,Wilcox,Nachmittagsschicht,Verkäufer,JA,JA,20/02/2022,05/01/2023,4
ID87749,Lina,Charles,Morgenschicht,Reinigungskraft,NEIN,JA,20/02/2022,30/05/2022,4
ID84187,Lara,Henry,Morgenschicht,Aushilfe,NEIN,JA,20/02/2022,28/10/2022,8
ID28957,Darren,Christian,Nachmittagsschicht,Reinigungskraft,NEIN,JA,21/02/2022,14/05/2022,6
ID59789,Imran,Monroe,Nachmittagsschicht,Verkäufer,JA,JA,24/02/2022,17/01/2023,1
ID25511,Sion,Hanna,Morgenschicht,Aushilfe,JA,JA,25/02/2022,14/09/2022,3
ID26400,Lewis,O'Gallagher,Nachmittagsschicht,Aushilfe,NEIN,JA,26/02/2022,28/02/2023,1
ID39263,Francesco,Nichols,Nachmittagsschicht,Verkäufer,JA,JA,03/03/2022,12/02/2023,4
ID82684,Isabella,Ellis,Morgenschicht,Reinigungskraft,JA,NEIN,04/03/2022,18/05/2022,3
ID64103,Jazmin,Curry,Nachmittagsschicht,Reinigungskraft,JA,JA,04/03/2022,03/09/2022,1
ID85994,Rafe,Richards,Morgenschicht,Reinigungskraft,JA,NEIN,11/03/2022,25/06/2022,2
ID26176,Cade,Kline,Morgenschicht,Verkäufer,NEIN,NEIN,12/03/2022,25/07/2022,5
ID61556,Mitchell,Gibbons,Morgenschicht,Verkäufer,NEIN,JA,13/03/2022,26/08/2022,7
ID47826,Nate,Jordan,Nachmittagsschicht,Aushilfe,JA,JA,13/03/2022,10/12/2022,4
ID11447,Lewis,O'Reilly,Nachmittagsschicht,Aushilfe,NEIN,NEIN,16/03/2022,10/07/2022,3
ID98471,Lula,Dorsey,Nachmittagsschicht,Reinigungskraft,NEIN,JA,17/03/2022,14/09/2022,7
ID63659,Alexandra,Hardin,Morgenschicht,Aushilfe,JA,JA,18/03/2022,21/01/2023,3
ID76496,Alisha,Cross,Nachmittagsschicht,Reinigungskraft,JA,JA,22/03/2022,13/01/2023,4
ID21293,Enya,Ruiz,Nachmittagsschicht,Aushilfe,JA,NEIN,22/03/2022,25/10/2022,7
ID25158,Isabelle,Gibson,Morgenschicht,Aushilfe,JA,JA,23/03/2022,k.A,4
ID97990,Meredith,Hatfield,Morgenschicht,Aushilfe,NEIN,NEIN,25/03/2022,05/05/2022,5
ID12102,Iwan,Donovan,Morgenschicht,Verkäufer,NEIN,JA,25/03/2022,k.A,6
ID83220,Giovanni,Lane,Morgenschicht,Aushilfe,NEIN,JA,25/03/2022,07/12/2022,8
ID15583,Lorenzo,Frye,Nachmittagsschicht,Verkäufer,NEIN,JA,01/04/2022,02/02/2023,7
ID27578,Caroline,Peters,Morgenschicht,Reinigungskraft,NEIN,JA,01/04/2022,17/11/2022,1
ID97996,Lena,Boone,Nachmittagsschicht,Verkäufer,JA,JA,01/04/2022,k.A,6
ID81561,Shakira,Sharpe,Nachmittagsschicht,Aushilfe,NEIN,NEIN,03/04/2022,05/08/2022,3
ID13914,Ahmed,Bush,Morgenschicht,Reinigungskraft,NEIN,JA,06/04/2022,03/06/2022,4
ID11249,Aled,Hogan,Nachmittagsschicht,Aushilfe,JA,NEIN,07/04/2022,24/07/2022,4
ID37321,Raja,Bradford,Morgenschicht,Reinigungskraft,NEIN,JA,07/04/2022,10/10/2022,5
ID57513,Annabelle,Hendricks,Nachmittagsschicht,Reinigungskraft,JA,JA,07/04/2022,03/07/2022,6
ID16459,Haroon,Vargas,Nachmittagsschicht,Aushilfe,NEIN,JA,08/04/2022,26/02/2023,6
ID34137,Antonia,Russell,Nachmittagsschicht,Reinigungskraft,NEIN,JA,10/04/2022,07/07/2022,2
ID81495,Jodie,Montes,Morgenschicht,Aushilfe,NEIN,JA,10/04/2022,k.A,8
ID46696,Annabella,Winter,Morgenschicht,Verkäufer,NEIN,NEIN,11/04/2022,04/08/2022,7
ID85642,Emil,Miles,Nachmittagsschicht,Reinigungskraft,NEIN,JA,16/04/2022,03/07/2022,1
ID71905,Angelo,Mcguire,Nachmittagsschicht,Aushilfe,NEIN,JA,19/04/2022,k.A,8
ID53255,Sion,Moon,Morgenschicht,Verkäufer,NEIN,NEIN,21/04/2022,13/07/2022,2
ID30940,Richie,Washington,Morgenschicht,Aushilfe,NEIN,NEIN,23/04/2022,01/10/2022,2
ID25990,Finnian,Carrillo,Morgenschicht,Verkäufer,NEIN,JA,28/04/2022,k.A,5
ID23214,Maya,Woodard,Morgenschicht,Reinigungskraft,JA,JA,06/05/2022,22/10/2022,7
ID74591,Liberty,Espinoza,Morgenschicht,Reinigungskraft,NEIN,JA,07/05/2022,21/10/2022,2
ID98774,Mohamed,Crosby,Morgenschicht,Aushilfe,NEIN,NEIN,10/05/2022,09/10/2022,3
ID41023,Krystal,Phillips,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,12/05/2022,11/07/2022,3
ID42402,Tristan,Jefferson,Morgenschicht,Verkäufer,JA,JA,12/05/2022,28/08/2022,6
ID54213,Abbie,Bullock,Nachmittagsschicht,Verkäufer,NEIN,NEIN,17/05/2022,15/09/2022,4
ID75472,Brodie,Humphrey,Nachmittagsschicht,Verkäufer,NEIN,JA,17/05/2022,k.A,5
ID28805,Rafferty,Doyle,Morgenschicht,Reinigungskraft,NEIN,NEIN,18/05/2022,05/06/2022,2
ID59433,Joan,Duran,Morgenschicht,Reinigungskraft,NEIN,JA,20/05/2022,01/10/2022,3
ID20410,Miya,Flores,Morgenschicht,Aushilfe,NEIN,JA,23/05/2022,k.A,7
ID92438,Chanel,Roth,Nachmittagsschicht,Reinigungskraft,NEIN,JA,25/05/2022,05/01/2023,2
ID60721,Tillie,Murray,Morgenschicht,Aushilfe,NEIN,JA,27/05/2022,17/01/2023,6
ID43113,Rishi,Pitts,Morgenschicht,Verkäufer,NEIN,JA,29/05/2022,k.A,8
ID42319,Angus,Kent,Morgenschicht,Verkäufer,NEIN,NEIN,03/06/2022,02/09/2022,4
ID43840,Axel,Sandoval,Nachmittagsschicht,Verkäufer,JA,JA,03/06/2022,k.A,8
ID73028,Edmund,Carver,Nachmittagsschicht,Verkäufer,NEIN,JA,04/06/2022,31/12/2022,3
ID21382,Traci,Ortega,Morgenschicht,Aushilfe,NEIN,NEIN,05/06/2022,21/08/2022,6
ID74691,Andy,Norman,Nachmittagsschicht,Reinigungskraft,JA,JA,05/06/2022,07/02/2023,2
ID11256,Rosemary,Mcmillan,Morgenschicht,Reinigungskraft,NEIN,JA,08/06/2022,25/12/2022,7
ID99211,Izaak,Vega,Morgenschicht,Reinigungskraft,NEIN,JA,12/06/2022,05/01/2023,8
ID17338,Cecil,Waters,Morgenschicht,Verkäufer,JA,JA,16/06/2022,02/02/2023,5
ID24588,Jenny,Krueger,Morgenschicht,Reinigungskraft,JA,JA,16/06/2022,23/12/2022,4
ID11874,Sandra,Williamson,Nachmittagsschicht,Verkäufer,NEIN,JA,18/06/2022,k.A,7
ID88025,Ava,Allen,Morgenschicht,Aushilfe,NEIN,NEIN,19/06/2022,16/09/2022,8
ID78914,Archie,Warner,Morgenschicht,Verkäufer,NEIN,JA,19/06/2022,26/01/2023,8
ID31316,Robert,Gibbs,Nachmittagsschicht,Aushilfe,NEIN,JA,22/06/2022,k.A,7
ID87936,Macie,Wong,Nachmittagsschicht,Reinigungskraft,JA,JA,27/06/2022,16/08/2022,7
ID87808,Mohsin,Mcdaniel,Morgenschicht,Reinigungskraft,NEIN,JA,30/06/2022,12/11/2022,8
ID33172,Dewi,Holt,Morgenschicht,Reinigungskraft,NEIN,JA,02/07/2022,05/11/2022,7
ID19125,Rex,Savage,Nachmittagsschicht,Aushilfe,JA,JA,04/07/2022,k.A,6
ID16701,Ivy,Osborn,Morgenschicht,Reinigungskraft,NEIN,NEIN,07/07/2022,21/08/2022,3
ID59869,Wayne,Mendez,Nachmittagsschicht,Aushilfe,NEIN,JA,09/07/2022,14/09/2022,5
ID142,Arjan,Thomas,Nachmittagsschicht,Aushilfe,NEIN,JA,10/07/2022,31/01/2023,2
ID51988,Cora,Sanchez,Nachmittagsschicht,Aushilfe,NEIN,JA,11/07/2022,k.A,2
ID76365,Alexia,Berg,Morgenschicht,Aushilfe,NEIN,JA,16/07/2022,k.A,4
ID80896,Adriana,Jordan,Nachmittagsschicht,Reinigungskraft,NEIN,JA,17/07/2022,11/10/2022,8
ID59435,Madiha,Keith,Nachmittagsschicht,Reinigungskraft,NEIN,JA,21/07/2022,23/12/2022,6
ID41242,Beatrix,Morse,Morgenschicht,Reinigungskraft,JA,JA,23/07/2022,k.A,6
ID88508,Nicole,Morales,Morgenschicht,Aushilfe,NEIN,NEIN,23/07/2022,05/10/2022,5
ID22807,Vinny,Owens,Morgenschicht,Aushilfe,NEIN,NEIN,24/07/2022,03/01/2023,7
ID33373,Habiba,Hodges,Morgenschicht,Verkäufer,NEIN,JA,25/07/2022,k.A,1
ID78793,Fynn,Sanchez,Nachmittagsschicht,Verkäufer,NEIN,JA,25/07/2022,17/12/2022,2
ID38844,Charlie,Bennett,Nachmittagsschicht,Verkäufer,NEIN,JA,30/07/2022,15/01/2023,6
ID93312,Bonnie,Montoya,Morgenschicht,Verkäufer,NEIN,JA,05/08/2022,k.A,4
ID54086,Samara,Thomson,Nachmittagsschicht,Verkäufer,JA,NEIN,07/08/2022,k.A,2
ID86132,Izaak,Gamble,Nachmittagsschicht,Verkäufer,NEIN,JA,11/08/2022,21/02/2023,6
ID68673,Aminah,Morgan,Nachmittagsschicht,Reinigungskraft,NEIN,JA,11/08/2022,03/01/2023,6
ID62668,Kajus,Simon,Nachmittagsschicht,Verkäufer,JA,NEIN,14/08/2022,04/03/2023,7
ID96030,Jenny,Sloan,Morgenschicht,Verkäufer,NEIN,JA,16/08/2022,14/01/2023,5
ID93987,Candice,Mcclure,Nachmittagsschicht,Reinigungskraft,JA,JA,18/08/2022,18/01/2023,3
ID56197,Hugo,Sutherland,Nachmittagsschicht,Aushilfe,NEIN,NEIN,21/08/2022,10/11/2022,5
ID81502,Oscar,Buchanan,Morgenschicht,Verkäufer,NEIN,JA,22/08/2022,21/01/2023,4
ID67335,Adele,Floyd,Nachmittagsschicht,Verkäufer,NEIN,JA,23/08/2022,k.A,2
ID84747,Jodie,Proctor,Nachmittagsschicht,Reinigungskraft,JA,NEIN,03/09/2022,18/11/2022,2
ID49435,Theresa,Mayo,Morgenschicht,Verkäufer,NEIN,JA,03/09/2022,k.A,5
ID23768,Lexi,Jarvis,Morgenschicht,Verkäufer,NEIN,JA,03/09/2022,k.A,2
ID39570,Kurt,Wade,Nachmittagsschicht,Aushilfe,NEIN,NEIN,04/09/2022,08/02/2023,1
ID32360,Jerome,Bright,Morgenschicht,Aushilfe,NEIN,JA,07/09/2022,k.A,2
ID70870,Estelle,Mclean,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,07/09/2022,29/09/2022,4
ID24032,Natalie,Lucero,Morgenschicht,Verkäufer,NEIN,NEIN,08/09/2022,k.A,5
ID65730,Ruairi,Richard,Morgenschicht,Verkäufer,JA,JA,09/09/2022,k.A,3
ID31051,Gabriela,Butler,Morgenschicht,Verkäufer,JA,JA,10/09/2022,k.A,1
ID51333,Cody,Gallagher,Nachmittagsschicht,Aushilfe,NEIN,JA,12/09/2022,k.A,1
ID27263,Joanne,Armstrong,Morgenschicht,Aushilfe,JA,NEIN,15/09/2022,20/01/2023,4
ID18510,Clementine,Donnelly,Morgenschicht,Reinigungskraft,NEIN,NEIN,15/09/2022,21/11/2022,4
ID58767,Madiha,Blake,Nachmittagsschicht,Aushilfe,NEIN,NEIN,15/09/2022,28/12/2022,8
ID29439,Glenn,Ramirez,Morgenschicht,Aushilfe,NEIN,NEIN,17/09/2022,30/01/2023,3
ID68785,Theodore,Strickland,Morgenschicht,Verkäufer,NEIN,JA,18/09/2022,30/12/2022,7
ID69009,Stella,Page,Morgenschicht,Aushilfe,JA,JA,20/09/2022,k.A,5
ID24185,Anton,Glover,Nachmittagsschicht,Aushilfe,NEIN,JA,21/09/2022,k.A,7
ID67874,Amaan,Davidson,Morgenschicht,Reinigungskraft,JA,JA,22/09/2022,30/10/2022,8
ID63682,Zoe,Chapman,Morgenschicht,Verkäufer,NEIN,JA,24/09/2022,k.A,4
ID38097,Maxwell,Robinson,Morgenschicht,Reinigungskraft,NEIN,JA,29/09/2022,k.A,7
ID15861,Alec,Lopez,Morgenschicht,Verkäufer,JA,JA,29/09/2022,k.A,6
ID15568,Freddie,Gomez,Nachmittagsschicht,Verkäufer,NEIN,JA,30/09/2022,k.A,5
ID33361,Phoenix,Hendrix,Nachmittagsschicht,Verkäufer,NEIN,JA,30/09/2022,k.A,3
ID27326,Orlando,Burgess,Morgenschicht,Verkäufer,NEIN,NEIN,02/10/2022,16/11/2022,5
ID33786,Mary,Mclean,Nachmittagsschicht,Reinigungskraft,JA,JA,02/10/2022,02/01/2023,6
ID41268,Kayne,Bowers,Morgenschicht,Reinigungskraft,NEIN,NEIN,04/10/2022,05/01/2023,8
ID83918,Irene,Farrell,Nachmittagsschicht,Verkäufer,JA,JA,04/10/2022,k.A,4
ID17179,Claude,English,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,06/10/2022,27/11/2022,8
ID63165,Elizabeth,Drake,Nachmittagsschicht,Verkäufer,JA,NEIN,06/10/2022,24/10/2022,8
ID22083,Savannah,Pugh,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,07/10/2022,12/12/2022,8
ID96733,Bill,Park,Morgenschicht,Reinigungskraft,JA,JA,07/10/2022,k.A,1
ID50410,Zane,Ryan,Nachmittagsschicht,Aushilfe,NEIN,NEIN,07/10/2022,k.A,3
ID65526,Esme,Blackwell,Nachmittagsschicht,Reinigungskraft,NEIN,JA,08/10/2022,25/12/2022,3
ID25780,Susan,Wu,Nachmittagsschicht,Verkäufer,NEIN,NEIN,10/10/2022,30/01/2023,8
ID47338,Miya,Larson,Nachmittagsschicht,Verkäufer,NEIN,NEIN,12/10/2022,10/12/2022,8
ID54537,Anisa,Harrison,Morgenschicht,Verkäufer,JA,NEIN,12/10/2022,17/01/2023,4
ID94786,Idris,Dejesus,Morgenschicht,Verkäufer,NEIN,JA,12/10/2022,k.A,5
ID64876,Lily,Barber,Morgenschicht,Aushilfe,NEIN,JA,13/10/2022,k.A,1
ID16753,Gene,Khan,Nachmittagsschicht,Reinigungskraft,NEIN,JA,14/10/2022,k.A,2
ID61603,Macie,Holman,Nachmittagsschicht,Verkäufer,NEIN,JA,15/10/2022,k.A,1
ID17691,Russell,Austin,Nachmittagsschicht,Reinigungskraft,NEIN,JA,18/10/2022,22/02/2023,6
ID51356,Elijah,Shields,Morgenschicht,Verkäufer,NEIN,JA,19/10/2022,k.A,6
ID74140,Veronica,Rivas,Morgenschicht,Verkäufer,NEIN,JA,25/10/2022,k.A,6
ID69743,Azaan,Bond,Morgenschicht,Aushilfe,NEIN,NEIN,26/10/2022,03/02/2023,6
ID12573,Tanisha,Dyer,Morgenschicht,Aushilfe,NEIN,NEIN,27/10/2022,01/02/2023,2
ID41181,Luisa,Neal,Nachmittagsschicht,Verkäufer,NEIN,JA,27/10/2022,k.A,4
ID15594,Hanna,Macdonald,Morgenschicht,Verkäufer,NEIN,JA,02/11/2022,k.A,3
ID24749,Robyn,Jacobs,Morgenschicht,Verkäufer,NEIN,JA,03/11/2022,k.A,7
ID45702,Mohammad,Reed,Nachmittagsschicht,Verkäufer,NEIN,NEIN,04/11/2022,13/01/2023,4
ID62863,Benjamin,Davila,Nachmittagsschicht,Reinigungskraft,JA,NEIN,11/11/2022,28/01/2023,5
ID14450,Lily-May,Mckenzie,Nachmittagsschicht,Verkäufer,NEIN,NEIN,15/11/2022,05/02/2023,5
ID68079,Imogen,Mercado,Morgenschicht,Verkäufer,NEIN,NEIN,17/11/2022,k.A,2
ID24084,Kylie,Mays,Morgenschicht,Aushilfe,JA,JA,18/11/2022,k.A,7
ID73578,Keane,Knapp,Morgenschicht,Reinigungskraft,NEIN,JA,25/11/2022,k.A,6
ID43337,Mitchell,Cabrera,Morgenschicht,Aushilfe,NEIN,JA,28/11/2022,k.A,2
ID73815,Molly,Barry,Morgenschicht,Reinigungskraft,NEIN,JA,29/11/2022,k.A,7
ID15151,Johnny,Mccoy,Morgenschicht,Reinigungskraft,JA,JA,02/12/2022,k.A,1
ID72529,Daniel,Woodard,Nachmittagsschicht,Reinigungskraft,JA,JA,04/12/2022,k.A,4
ID56726,Martha,Wall,Morgenschicht,Verkäufer,NEIN,NEIN,05/12/2022,k.A,1
ID15850,Krystal,Adams,Morgenschicht,Verkäufer,NEIN,NEIN,07/12/2022,k.A,4
ID89147,Kendra,Mullins,Nachmittagsschicht,Reinigungskraft,NEIN,JA,08/12/2022,k.A,3
ID46460,Yousef,Macdonald,Morgenschicht,Aushilfe,NEIN,JA,15/12/2022,k.A,7
ID16932,Safa,Robinson,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,17/12/2022,26/02/2023,3
ID26814,Malik,Escobar,Nachmittagsschicht,Verkäufer,NEIN,JA,18/12/2022,k.A,4
ID36892,Clarence,Heath,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,18/12/2022,24/01/2023,7
ID95316,Milton,Tate,Morgenschicht,Reinigungskraft,NEIN,NEIN,20/12/2022,12/02/2023,7
ID39698,Zakariya,Fowler,Nachmittagsschicht,Verkäufer,NEIN,JA,20/12/2022,k.A,3
ID69966,Chantelle,Spence,Morgenschicht,Reinigungskraft,NEIN,JA,20/12/2022,k.A,5
ID34746,Elias,Cruz,Morgenschicht,Aushilfe,NEIN,JA,02/01/2023,k.A,1
ID48246,Tammy,Moss,Morgenschicht,Aushilfe,NEIN,JA,07/01/2023,k.A,1
ID78812,Zachery,James,Morgenschicht,Reinigungskraft,JA,NEIN,09/01/2023,13/02/2023,6
ID48597,Oliwia,Dunlap,Morgenschicht,Verkäufer,JA,JA,12/01/2023,k.A,5
ID98978,Neve,Thompson,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,13/01/2023,k.A,6
ID62422,Leon,Davila,Nachmittagsschicht,Verkäufer,NEIN,NEIN,14/01/2023,15/02/2023,8
ID19240,Jack,Pena,Nachmittagsschicht,Verkäufer,JA,JA,15/01/2023,k.A,7
ID93354,Adriana,Mcclain,Morgenschicht,Reinigungskraft,NEIN,JA,16/01/2023,k.A,4
ID15297,Malik,Harding,Morgenschicht,Verkäufer,NEIN,JA,17/01/2023,k.A,8
ID30223,Dale,Herman,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,17/01/2023,02/03/2023,7
ID25419,Jak,Walton,Nachmittagsschicht,Verkäufer,JA,JA,18/01/2023,k.A,2
ID70094,Violet,Cortez,Nachmittagsschicht,Reinigungskraft,NEIN,JA,23/01/2023,k.A,8
ID33937,Cayden,Stanton,Morgenschicht,Verkäufer,NEIN,JA,25/01/2023,k.A,3
ID51086,Charles,Tucker,Morgenschicht,Verkäufer,NEIN,JA,27/01/2023,k.A,2
ID21876,Princess,Knapp,Nachmittagsschicht,Verkäufer,NEIN,JA,05/02/2023,k.A,6
ID90678,Joao,Benjamin,Nachmittagsschicht,Reinigungskraft,NEIN,JA,08/02/2023,k.A,5
ID27184,Dawid,Maddox,Morgenschicht,Aushilfe,JA,JA,09/02/2023,k.A,6
ID93028,Katerina,Vaughan,Morgenschicht,Verkäufer,NEIN,JA,12/02/2023,k.A,2
ID11822,Mckenzie,Lindsay,Morgenschicht,Reinigungskraft,NEIN,JA,16/02/2023,k.A,8
ID19682,Lochlan,Bailey,Morgenschicht,Reinigungskraft,NEIN,NEIN,18/02/2023,k.A,5
ID26022,Duncan,Downs,Nachmittagsschicht,Reinigungskraft,JA,NEIN,28/02/2023,k.A,5
